table_name,table_description,column_name,dtype,nullable,unit,description
rule_bom,产品物料清单,material_name,str,True,,material name
rule_bom,产品物料清单,quantity,int64,False,数值,quantity
rule_bom,产品物料清单,competition_id,str,False,,隔离后的比赛或资料批次标识
rule_bom,产品物料清单,rule_version,str,False,,规则版本；unknown 表示尚未确认
rule_bom,产品物料清单,source_id,str,False,,源文件稳定标识
rule_bom,产品物料清单,source_path,str,False,,相对项目根目录的源文件路径
rule_bom,产品物料清单,source_table,int64,False,,source table
rule_bom,产品物料清单,source_row,int64,False,,源文件一基行号
rule_packs,规则包版本、绑定和可执行状态,rule_pack_id,str,False,,rule pack id
rule_packs,规则包版本、绑定和可执行状态,competition_id,str,False,,隔离后的比赛或资料批次标识
rule_packs,规则包版本、绑定和可执行状态,rule_version,str,False,,规则版本；unknown 表示尚未确认
rule_packs,规则包版本、绑定和可执行状态,pack_status,str,False,,pack status
rule_packs,规则包版本、绑定和可执行状态,parameter_status,str,False,,parameter status
rule_packs,规则包版本、绑定和可执行状态,process_status,str,False,,process status
rule_packs,规则包版本、绑定和可执行状态,order_binding_status,str,False,,order binding status
rule_packs,规则包版本、绑定和可执行状态,simulation_ready,bool,False,,simulation ready
rule_packs,规则包版本、绑定和可执行状态,blocking_gap_count,int64,False,,blocking gap count
rule_packs,规则包版本、绑定和可执行状态,source_id,str,False,,源文件稳定标识
rule_packs,规则包版本、绑定和可执行状态,source_path,str,False,,相对项目根目录的源文件路径
rule_gaps,阻止完整仿真或需要确认的规则缺口,gap_id,str,False,,gap id
rule_gaps,阻止完整仿真或需要确认的规则缺口,rule_pack_id,str,False,,rule pack id
rule_gaps,阻止完整仿真或需要确认的规则缺口,competition_id,str,False,,隔离后的比赛或资料批次标识
rule_gaps,阻止完整仿真或需要确认的规则缺口,rule_version,str,False,,规则版本；unknown 表示尚未确认
rule_gaps,阻止完整仿真或需要确认的规则缺口,domain,str,False,,domain
rule_gaps,阻止完整仿真或需要确认的规则缺口,title,str,False,,title
rule_gaps,阻止完整仿真或需要确认的规则缺口,description,str,False,,description
rule_gaps,阻止完整仿真或需要确认的规则缺口,severity,str,False,,severity
rule_gaps,阻止完整仿真或需要确认的规则缺口,status,str,False,,status
rule_gaps,阻止完整仿真或需要确认的规则缺口,evidence_status,str,False,,evidence status
rule_gaps,阻止完整仿真或需要确认的规则缺口,source_id,str,False,,源文件稳定标识
rule_gaps,阻止完整仿真或需要确认的规则缺口,source_path,str,False,,相对项目根目录的源文件路径
action_definitions,跨来源标准动作定义与观察覆盖,canonical_action,str,False,,canonical action
action_definitions,跨来源标准动作定义与观察覆盖,category,str,False,,category
action_definitions,跨来源标准动作定义与观察覆盖,description,str,False,,description
action_definitions,跨来源标准动作定义与观察覆盖,control_type,str,False,,control type
action_definitions,跨来源标准动作定义与观察覆盖,is_agent_candidate,bool,False,,is agent candidate
action_definitions,跨来源标准动作定义与观察覆盖,historical_observation_count,int64,False,,historical observation count
action_definitions,跨来源标准动作定义与观察覆盖,test_observation_count,int64,False,,test observation count
action_definitions,跨来源标准动作定义与观察覆盖,semantic_status,str,False,,semantic status
action_definitions,跨来源标准动作定义与观察覆盖,executable_status,str,False,,executable status
action_aliases,原始动作名称到标准动作的映射,source_scope,str,False,,source scope
action_aliases,原始动作名称到标准动作的映射,raw_action,str,False,,raw action
action_aliases,原始动作名称到标准动作的映射,canonical_action,str,False,,canonical action
action_aliases,原始动作名称到标准动作的映射,mapping_status,str,False,,mapping status
action_events,历史与测试现金流统一后的结构化经营事件,event_id,str,False,,event id
action_events,历史与测试现金流统一后的结构化经营事件,event_source,str,False,,event source
action_events,历史与测试现金流统一后的结构化经营事件,competition_id,str,False,,隔离后的比赛或资料批次标识
action_events,历史与测试现金流统一后的结构化经营事件,rule_version,str,False,,规则版本；unknown 表示尚未确认
action_events,历史与测试现金流统一后的结构化经营事件,team_id,str,True,,参赛企业标识
action_events,历史与测试现金流统一后的结构化经营事件,scenario_id,str,True,,scenario id
action_events,历史与测试现金流统一后的结构化经营事件,sequence,int64,False,,sequence
action_events,历史与测试现金流统一后的结构化经营事件,year,int64,False,年,比赛年度；0 表示初始元年
action_events,历史与测试现金流统一后的结构化经营事件,quarter,int64,False,,比赛季度
action_events,历史与测试现金流统一后的结构化经营事件,raw_action,str,False,,raw action
action_events,历史与测试现金流统一后的结构化经营事件,canonical_action,str,False,,canonical action
action_events,历史与测试现金流统一后的结构化经营事件,category,str,False,,category
action_events,历史与测试现金流统一后的结构化经营事件,control_type,str,False,,control type
action_events,历史与测试现金流统一后的结构化经营事件,is_agent_candidate,bool,False,,is agent candidate
action_events,历史与测试现金流统一后的结构化经营事件,parameters_json,str,False,,parameters json
action_events,历史与测试现金流统一后的结构化经营事件,parameter_parse_status,str,False,,parameter parse status
action_events,历史与测试现金流统一后的结构化经营事件,cash_effect_wan,float64,False,万元,cash effect wan
action_events,历史与测试现金流统一后的结构化经营事件,balance_wan,float64,False,万元,balance wan
action_events,历史与测试现金流统一后的结构化经营事件,note,str,True,,note
action_events,历史与测试现金流统一后的结构化经营事件,evidence_status,str,False,,evidence status
action_events,历史与测试现金流统一后的结构化经营事件,source_id,str,False,,源文件稳定标识
action_events,历史与测试现金流统一后的结构化经营事件,source_path,str,False,,相对项目根目录的源文件路径
action_events,历史与测试现金流统一后的结构化经营事件,source_sheet,str,True,,源工作表名称
action_events,历史与测试现金流统一后的结构化经营事件,source_row,float64,True,,源文件一基行号
action_events,历史与测试现金流统一后的结构化经营事件,source_line,float64,True,,source line
order_catalog,赛前订单目录,order_id,str,False,,order id
order_catalog,赛前订单目录,competition_id,str,False,,隔离后的比赛或资料批次标识
order_catalog,赛前订单目录,rule_version,object,True,,规则版本；unknown 表示尚未确认
order_catalog,赛前订单目录,year,int64,False,年,比赛年度；0 表示初始元年
order_catalog,赛前订单目录,market_code,int64,False,,market code
order_catalog,赛前订单目录,market_id,str,False,,market id
order_catalog,赛前订单目录,market_name_candidate,str,False,,market name candidate
order_catalog,赛前订单目录,product_code,int64,False,,product code
order_catalog,赛前订单目录,product_id,str,False,,product id
order_catalog,赛前订单目录,quantity,float64,False,数值,quantity
order_catalog,赛前订单目录,total_amount_wan,float64,False,万元,total amount wan
order_catalog,赛前订单目录,unit_price_wan,float64,False,万元,unit price wan
order_catalog,赛前订单目录,receivable_term_quarters,int64,False,季度,receivable term quarters
order_catalog,赛前订单目录,delivery_term_quarters,int64,False,季度,delivery term quarters
order_catalog,赛前订单目录,iso_code,int64,False,,iso code
order_catalog,赛前订单目录,iso_name_candidate,str,True,,iso name candidate
order_catalog,赛前订单目录,mapping_status,str,False,,mapping status
order_catalog,赛前订单目录,source_id,str,False,,源文件稳定标识
order_catalog,赛前订单目录,source_path,str,False,,相对项目根目录的源文件路径
order_catalog,赛前订单目录,source_sheet,str,False,,源工作表名称
order_catalog,赛前订单目录,source_row,int64,False,,源文件一基行号
annual_advertising,公共年度广告巡盘长表,competition_id,str,False,,隔离后的比赛或资料批次标识
annual_advertising,公共年度广告巡盘长表,rule_version,str,False,,规则版本；unknown 表示尚未确认
annual_advertising,公共年度广告巡盘长表,year,int64,False,年,比赛年度；0 表示初始元年
annual_advertising,公共年度广告巡盘长表,team_id,str,False,,参赛企业标识
annual_advertising,公共年度广告巡盘长表,product_id,str,False,,product id
annual_advertising,公共年度广告巡盘长表,market_name,str,False,,market name
annual_advertising,公共年度广告巡盘长表,amount_wan,float64,False,万元,amount wan
annual_advertising,公共年度广告巡盘长表,source_id,str,False,,源文件稳定标识
annual_advertising,公共年度广告巡盘长表,source_path,str,False,,相对项目根目录的源文件路径
annual_advertising,公共年度广告巡盘长表,source_sheet,str,False,,源工作表名称
annual_advertising,公共年度广告巡盘长表,source_cell,str,False,,源 Excel 单元格坐标
annual_advertising,公共年度广告巡盘长表,source_row,int64,False,,源文件一基行号
annual_financial_metrics,公共年度三张报表长表,competition_id,str,False,,隔离后的比赛或资料批次标识
annual_financial_metrics,公共年度三张报表长表,rule_version,str,False,,规则版本；unknown 表示尚未确认
annual_financial_metrics,公共年度三张报表长表,year,int64,False,年,比赛年度；0 表示初始元年
annual_financial_metrics,公共年度三张报表长表,team_id,str,False,,参赛企业标识
annual_financial_metrics,公共年度三张报表长表,statement,str,False,,statement
annual_financial_metrics,公共年度三张报表长表,metric_name,str,False,,metric name
annual_financial_metrics,公共年度三张报表长表,amount_wan,float64,False,万元,amount wan
annual_financial_metrics,公共年度三张报表长表,source_id,str,False,,源文件稳定标识
annual_financial_metrics,公共年度三张报表长表,source_path,str,False,,相对项目根目录的源文件路径
annual_financial_metrics,公共年度三张报表长表,source_sheet,str,False,,源工作表名称
annual_financial_metrics,公共年度三张报表长表,source_cell,str,False,,源 Excel 单元格坐标
annual_financial_metrics,公共年度三张报表长表,source_row,int64,False,,源文件一基行号
annual_production_lines,公共年度产线巡盘,record_id,str,False,,由来源和业务键生成的稳定记录标识
annual_production_lines,公共年度产线巡盘,competition_id,str,False,,隔离后的比赛或资料批次标识
annual_production_lines,公共年度产线巡盘,rule_version,str,False,,规则版本；unknown 表示尚未确认
annual_production_lines,公共年度产线巡盘,snapshot_year,int64,False,年,snapshot year
annual_production_lines,公共年度产线巡盘,team_id,str,False,,参赛企业标识
annual_production_lines,公共年度产线巡盘,line_type,str,False,,line type
annual_production_lines,公共年度产线巡盘,factory,str,False,,factory
annual_production_lines,公共年度产线巡盘,product_id,str,False,,product id
annual_production_lines,公共年度产线巡盘,state,str,False,,state
annual_production_lines,公共年度产线巡盘,accumulated_depreciation_wan,float64,False,万元,accumulated depreciation wan
annual_production_lines,公共年度产线巡盘,production_start_year,float64,True,年,production start year
annual_production_lines,公共年度产线巡盘,production_start_quarter,float64,True,季度,production start quarter
annual_production_lines,公共年度产线巡盘,conversion_time_raw,str,False,,conversion time raw
annual_production_lines,公共年度产线巡盘,remaining_time_raw,str,False,,remaining time raw
annual_production_lines,公共年度产线巡盘,completion_year,int64,False,年,completion year
annual_production_lines,公共年度产线巡盘,completion_quarter,int64,False,季度,completion quarter
annual_production_lines,公共年度产线巡盘,construction_start_raw,str,False,,construction start raw
annual_production_lines,公共年度产线巡盘,source_id,str,False,,源文件稳定标识
annual_production_lines,公共年度产线巡盘,source_path,str,False,,相对项目根目录的源文件路径
annual_production_lines,公共年度产线巡盘,source_sheet,str,False,,源工作表名称
annual_production_lines,公共年度产线巡盘,source_row,int64,False,,源文件一基行号
annual_market_leaders,公共年度市场老大,competition_id,str,False,,隔离后的比赛或资料批次标识
annual_market_leaders,公共年度市场老大,rule_version,str,False,,规则版本；unknown 表示尚未确认
annual_market_leaders,公共年度市场老大,year,int64,False,年,比赛年度；0 表示初始元年
annual_market_leaders,公共年度市场老大,market_name,str,False,,market name
annual_market_leaders,公共年度市场老大,team_id,str,True,,参赛企业标识
annual_market_leaders,公共年度市场老大,source_id,str,False,,源文件稳定标识
annual_market_leaders,公共年度市场老大,source_path,str,False,,相对项目根目录的源文件路径
annual_market_leaders,公共年度市场老大,source_sheet,str,False,,源工作表名称
annual_market_leaders,公共年度市场老大,source_row,int64,False,,源文件一基行号
teams,企业基本信息与数据可用状态,competition_id,str,False,,隔离后的比赛或资料批次标识
teams,企业基本信息与数据可用状态,rule_version,str,False,,规则版本；unknown 表示尚未确认
teams,企业基本信息与数据可用状态,team_id,str,False,,参赛企业标识
teams,企业基本信息与数据可用状态,company_name,str,False,,company name
teams,企业基本信息与数据可用状态,school_name,str,False,,school name
teams,企业基本信息与数据可用状态,company_status,str,False,,company status
teams,企业基本信息与数据可用状态,current_cash_wan,float64,False,万元,current cash wan
teams,企业基本信息与数据可用状态,capital_injection_wan,float64,False,万元,capital injection wan
teams,企业基本信息与数据可用状态,system_year,int64,False,年,system year
teams,企业基本信息与数据可用状态,system_quarter,int64,False,季度,system quarter
teams,企业基本信息与数据可用状态,data_status,str,False,,data status
teams,企业基本信息与数据可用状态,source_id,str,False,,源文件稳定标识
teams,企业基本信息与数据可用状态,source_path,str,False,,相对项目根目录的源文件路径
teams,企业基本信息与数据可用状态,source_sheet,str,False,,源工作表名称
team_cash_flows,企业现金流水明细,record_id,str,False,,由来源和业务键生成的稳定记录标识
team_cash_flows,企业现金流水明细,competition_id,str,False,,隔离后的比赛或资料批次标识
team_cash_flows,企业现金流水明细,team_id,str,False,,参赛企业标识
team_cash_flows,企业现金流水明细,transaction_id,int64,False,,transaction id
team_cash_flows,企业现金流水明细,sequence_in_source,int64,False,,sequence in source
team_cash_flows,企业现金流水明细,year,int64,False,年,比赛年度；0 表示初始元年
team_cash_flows,企业现金流水明细,quarter,int64,False,,比赛季度
team_cash_flows,企业现金流水明细,action,str,False,,action
team_cash_flows,企业现金流水明细,amount_wan,float64,False,万元,amount wan
team_cash_flows,企业现金流水明细,balance_wan,float64,False,万元,balance wan
team_cash_flows,企业现金流水明细,note,str,False,,note
team_cash_flows,企业现金流水明细,source_id,str,False,,源文件稳定标识
team_cash_flows,企业现金流水明细,source_path,str,False,,相对项目根目录的源文件路径
team_cash_flows,企业现金流水明细,source_sheet,str,False,,源工作表名称
team_cash_flows,企业现金流水明细,source_row,int64,False,,源文件一基行号
team_financial_metrics,企业历年三张报表长表,competition_id,str,False,,隔离后的比赛或资料批次标识
team_financial_metrics,企业历年三张报表长表,team_id,str,False,,参赛企业标识
team_financial_metrics,企业历年三张报表长表,year,int64,False,年,比赛年度；0 表示初始元年
team_financial_metrics,企业历年三张报表长表,period_label,str,False,,period label
team_financial_metrics,企业历年三张报表长表,statement,str,False,,statement
team_financial_metrics,企业历年三张报表长表,metric_name,str,False,,metric name
team_financial_metrics,企业历年三张报表长表,amount_wan,float64,False,万元,amount wan
team_financial_metrics,企业历年三张报表长表,source_id,str,False,,源文件稳定标识
team_financial_metrics,企业历年三张报表长表,source_path,str,False,,相对项目根目录的源文件路径
team_financial_metrics,企业历年三张报表长表,source_sheet,str,False,,源工作表名称
team_financial_metrics,企业历年三张报表长表,source_cell,str,False,,源 Excel 单元格坐标
team_financial_metrics,企业历年三张报表长表,source_row,int64,False,,源文件一基行号
team_advertising,企业历年广告投放长表,competition_id,str,False,,隔离后的比赛或资料批次标识
team_advertising,企业历年广告投放长表,team_id,str,False,,参赛企业标识
team_advertising,企业历年广告投放长表,year,int64,False,年,比赛年度；0 表示初始元年
team_advertising,企业历年广告投放长表,product_id,str,False,,product id
team_advertising,企业历年广告投放长表,market_name,str,False,,market name
team_advertising,企业历年广告投放长表,amount_wan,float64,False,万元,amount wan
team_advertising,企业历年广告投放长表,source_id,str,False,,源文件稳定标识
team_advertising,企业历年广告投放长表,source_path,str,False,,相对项目根目录的源文件路径
team_advertising,企业历年广告投放长表,source_sheet,str,False,,源工作表名称
team_advertising,企业历年广告投放长表,source_cell,str,False,,源 Excel 单元格坐标
team_advertising,企业历年广告投放长表,source_row,int64,False,,源文件一基行号
team_orders,企业获得订单及交付状态,record_id,str,False,,由来源和业务键生成的稳定记录标识
team_orders,企业获得订单及交付状态,competition_id,str,False,,隔离后的比赛或资料批次标识
team_orders,企业获得订单及交付状态,team_id,str,False,,参赛企业标识
team_orders,企业获得订单及交付状态,order_id,str,False,,order id
team_orders,企业获得订单及交付状态,market_name,str,False,,market name
team_orders,企业获得订单及交付状态,product_id,str,False,,product id
team_orders,企业获得订单及交付状态,quantity,float64,False,数值,quantity
team_orders,企业获得订单及交付状态,total_amount_wan,float64,False,万元,total amount wan
team_orders,企业获得订单及交付状态,status,str,False,,status
team_orders,企业获得订单及交付状态,won_year,int64,False,年,won year
team_orders,企业获得订单及交付状态,delivery_term_quarters,float64,False,季度,delivery term quarters
team_orders,企业获得订单及交付状态,receivable_term_quarters,float64,False,季度,receivable term quarters
team_orders,企业获得订单及交付状态,iso_name,str,True,,iso name
team_orders,企业获得订单及交付状态,delivered_year,float64,True,年,delivered year
team_orders,企业获得订单及交付状态,delivered_quarter,float64,True,季度,delivered quarter
team_orders,企业获得订单及交付状态,source_id,str,False,,源文件稳定标识
team_orders,企业获得订单及交付状态,source_path,str,False,,相对项目根目录的源文件路径
team_orders,企业获得订单及交付状态,source_sheet,str,False,,源工作表名称
team_orders,企业获得订单及交付状态,source_row,int64,False,,源文件一基行号
team_material_orders,企业在途原材料,record_id,str,False,,由来源和业务键生成的稳定记录标识
team_material_orders,企业在途原材料,competition_id,str,False,,隔离后的比赛或资料批次标识
team_material_orders,企业在途原材料,team_id,str,False,,参赛企业标识
team_material_orders,企业在途原材料,material_id,str,False,,material id
team_material_orders,企业在途原材料,quantity,float64,False,数值,quantity
team_material_orders,企业在途原材料,remaining_time,float64,False,,remaining time
team_material_orders,企业在途原材料,remaining_time_unit,str,False,,remaining time unit
team_material_orders,企业在途原材料,order_year,int64,False,年,order year
team_material_orders,企业在途原材料,order_quarter,int64,False,季度,order quarter
team_material_orders,企业在途原材料,source_id,str,False,,源文件稳定标识
team_material_orders,企业在途原材料,source_path,str,False,,相对项目根目录的源文件路径
team_material_orders,企业在途原材料,source_sheet,str,False,,源工作表名称
team_material_orders,企业在途原材料,source_row,int64,False,,源文件一基行号
team_material_inventory,企业原材料库存,record_id,str,False,,由来源和业务键生成的稳定记录标识
team_material_inventory,企业原材料库存,competition_id,str,False,,隔离后的比赛或资料批次标识
team_material_inventory,企业原材料库存,team_id,str,False,,参赛企业标识
team_material_inventory,企业原材料库存,material_id,str,False,,material id
team_material_inventory,企业原材料库存,quantity,float64,False,数值,quantity
team_material_inventory,企业原材料库存,source_id,str,False,,源文件稳定标识
team_material_inventory,企业原材料库存,source_path,str,False,,相对项目根目录的源文件路径
team_material_inventory,企业原材料库存,source_sheet,str,False,,源工作表名称
team_material_inventory,企业原材料库存,source_row,int64,False,,源文件一基行号
