event_id,event_source,competition_id,rule_version,team_id,scenario_id,sequence,year,quarter,raw_action,canonical_action,category,control_type,is_agent_candidate,parameters_json,parameter_parse_status,cash_effect_wan,balance_wan,note,evidence_status,source_id,source_path,source_sheet,source_row,source_line
993477166297fe94,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,11,1,3,Invest_ProductLine,production_line_investment,capacity,committed_settlement,False,{},partial,-100.0,200.0,投资在建生产线,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,14.0,
a553e984c6f12a5a,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,12,1,3,Buy_Material,material_order,procurement,direct_decision,True,"{""materials"": {""R1"": 2, ""R2"": 2, ""R3"": 2}}",complete,0.0,200.0,订购原料 R1:2 R2:2 R3:2,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,15.0,
a12715583d71a09a,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,13,1,3,Develop_Product,product_development,qualification,direct_decision,True,"{""products"": [""P2"", ""P3""]}",complete,-20.0,180.0,产品生产资格投资: P2 P3,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,16.0,
59a10dc23eef7d9f,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,14,1,3,Pay_Overhaul,administrative_fee,period_close,automatic_settlement,False,{},not_applicable,-10.0,170.0,支付行政管理费,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,17.0,
3b7a1a4f986bdf9f,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,15,1,4,Short_Loan,short_loan_borrow,finance,conditional_decision,True,"{""principal_wan"": 200, ""term"": 4, ""term_unit"": ""quarter""}",complete,200.0,370.0,申请:4季 200W的短期贷款,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,18.0,
97d1e7eeca983b08,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,16,1,4,Pay_Material,material_receipt_payment,procurement,committed_settlement,False,"{""materials"": {""R1"": 2, ""R2"": 2, ""R3"": 2, ""R4"": 2}}",complete,-80.0,290.0,支付原料费 R3:2 R4:2 R1:2 R2:2,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,19.0,
1c844f14aa2b4599,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,17,1,4,Product_Produce,production,production,direct_decision,True,"{""line_assignments"": [{""line_instance_id"": 167, ""product_id"": ""P2""}]}",complete,-10.0,280.0,167:P2,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,20.0,
839f292794be646d,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,18,1,4,Buy_Material,material_order,procurement,direct_decision,True,"{""materials"": {""R2"": 1, ""R3"": 1}}",complete,0.0,280.0,订购原料 R2:1 R3:1,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,21.0,
5f1227fc76835100,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,19,1,4,Develop_ISO,iso_development,qualification,direct_decision,True,"{""certifications"": [""ISO9000""]}",complete,-10.0,270.0,"ISO认证资格投资,开发：ISO9000",observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,22.0,
a0c6f5897b1c7943,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,20,1,4,Develop_Market,market_development,qualification,direct_decision,True,"{""markets"": [""本地"", ""区域"", ""国内""]}",complete,-30.0,240.0,"市场开拓资格投资,开发项目:本地 区域 国内",observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,23.0,
5abf2d215dbd354e,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,21,1,4,Develop_Product,product_development,qualification,direct_decision,True,"{""products"": [""P3""]}",complete,-10.0,230.0,产品生产资格投资: P3,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,24.0,
97f66c447e3b7eb8,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,22,1,4,Pay_Overhaul,administrative_fee,period_close,automatic_settlement,False,{},not_applicable,-10.0,220.0,支付行政管理费,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,25.0,
c2e2514864f18c6a,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,23,1,4,Pay_Maintenance,maintenance,period_close,automatic_settlement,False,{},not_applicable,-20.0,200.0,支付维护费,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,26.0,
96bb878add6e2dd6,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,24,2,1,Pay_AD,advertising,sales,direct_decision,True,{},partial,-32.0,168.0,广告投放,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,27.0,
2b69211bee2390c4,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,25,2,1,Long_Loan,long_loan_borrow,finance,conditional_decision,True,"{""principal_wan"": 400, ""term"": 4, ""term_unit"": ""year""}",complete,400.0,568.0,申请:4年 400W的长期贷款,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,28.0,
ddf80e20b6d6a5b2,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,26,2,1,Pay_Material,material_receipt_payment,procurement,committed_settlement,False,"{""materials"": {""R2"": 1, ""R3"": 2}}",complete,-30.0,538.0,支付原料费 R3:2 R2:1,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,29.0,
03f0358572e28484,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,27,2,1,Buy_ProductLine,production_line_order,capacity,direct_decision,True,"{""line_type"": ""自动线"", ""product_id"": ""P3""}",complete,-50.0,488.0,订购[自动线]生产[P3],observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,30.0,
6794d9cd048e8699,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,28,2,1,Buy_Material,material_order,procurement,direct_decision,True,"{""materials"": {""R1"": 2, ""R2"": 2, ""R3"": 2, ""R4"": 2}}",complete,0.0,488.0,订购原料 R1:2 R2:2 R3:2 R4:2,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,31.0,
329e3e4326124fc4,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,29,2,1,Product_Produce,production,production,direct_decision,True,"{""line_assignments"": [{""line_instance_id"": 167, ""product_id"": ""P2""}, {""line_instance_id"": 173, ""product_id"": ""P3""}]}",complete,-20.0,468.0,167:P2 173:P3,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,32.0,
02ad73cde66061a5,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,30,2,1,Renew_Workshop,factory_rent_renewal,capacity,conditional_decision,True,{},not_applicable,-40.0,428.0,厂房续租,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,33.0,
6c18c67b40723443,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,31,2,1,Pay_Overhaul,administrative_fee,period_close,automatic_settlement,False,{},not_applicable,-10.0,418.0,支付行政管理费,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,34.0,
75ef9cb7a080c6e6,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,32,2,2,Pay_Material,material_receipt_payment,procurement,committed_settlement,False,"{""materials"": {""R1"": 2, ""R2"": 2, ""R3"": 1}}",complete,-50.0,368.0,支付原料费 R3:1 R1:2 R2:2,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,35.0,
a964d2a9496185c7,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,33,2,2,Invest_ProductLine,production_line_investment,capacity,committed_settlement,False,{},partial,-50.0,318.0,投资在建生产线,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,36.0,
c9224739008a911d,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,34,2,2,Product_Produce,production,production,direct_decision,True,"{""line_assignments"": [{""line_instance_id"": 167, ""product_id"": ""P2""}, {""line_instance_id"": 173, ""product_id"": ""P3""}]}",complete,-20.0,298.0,167:P2 173:P3,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,37.0,
ad4c4a7606e98f43,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,35,2,2,Pay_Overhaul,administrative_fee,period_close,automatic_settlement,False,{},not_applicable,-10.0,288.0,支付行政管理费,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,38.0,
f3d63a16a5278c45,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,36,2,3,Short_Loan,short_loan_borrow,finance,conditional_decision,True,"{""principal_wan"": 300, ""term"": 4, ""term_unit"": ""quarter""}",complete,300.0,588.0,申请:4季 300W的短期贷款,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,39.0,
a6c45e26416f850c,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,37,2,3,Pay_Material,material_receipt_payment,procurement,committed_settlement,False,"{""materials"": {""R3"": 2, ""R4"": 2}}",complete,-40.0,548.0,支付原料费 R3:2 R4:2,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,40.0,
e3d9e5a3987dae79,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,38,2,3,Invest_ProductLine,production_line_investment,capacity,committed_settlement,False,{},partial,-50.0,498.0,投资在建生产线,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,41.0,
6ce73d952dfb9377,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,39,2,3,Buy_Material,material_order,procurement,direct_decision,True,"{""materials"": {""R2"": 1, ""R3"": 2, ""R4"": 1}}",complete,0.0,498.0,订购原料 R2:1 R3:2 R4:1,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,42.0,
c1d5690496201033,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,40,2,3,Product_Produce,production,production,direct_decision,True,"{""line_assignments"": [{""line_instance_id"": 167, ""product_id"": ""P2""}, {""line_instance_id"": 173, ""product_id"": ""P3""}]}",complete,-20.0,478.0,167:P2 173:P3,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,43.0,
143b5fcf2fbdd8da,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,41,2,3,Pay_Overhaul,administrative_fee,period_close,automatic_settlement,False,{},not_applicable,-10.0,468.0,支付行政管理费,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,44.0,
8bfa127ecdfbd977,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,42,2,4,Pay_Short_Loan,short_loan_repayment,finance,committed_settlement,False,{},partial,-210.0,258.0,短贷还本息,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,45.0,
c5d0ad9eba8bd46b,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,43,2,4,Pay_Material,material_receipt_payment,procurement,committed_settlement,False,"{""materials"": {""R2"": 1}}",complete,-10.0,248.0,支付原料费 R2:1,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,46.0,
8e1d7e91183fe3a7,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,44,2,4,Emergency_Buy_Material,emergency_material_purchase,procurement,exception_intervention,True,"{""quantities"": {""R1"": 0, ""R2"": 0, ""R3"": 1, ""R4"": 0}}",complete,-20.0,228.0,"紧急采购原料，数量分别为：0,0,1,0",observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,47.0,
6158ef4379945a20,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,45,2,4,Product_Produce,production,production,direct_decision,True,"{""line_assignments"": [{""line_instance_id"": 173, ""product_id"": ""P3""}]}",complete,-10.0,218.0,173:P3,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,48.0,
5a04b5e9bbd01611,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,46,2,4,Buy_Material,material_order,procurement,direct_decision,True,"{""materials"": {""R1"": 2, ""R3"": 2, ""R4"": 2}}",complete,0.0,218.0,订购原料 R1:2 R3:2 R4:2,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,49.0,
fc3715e4de24e0c4,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,47,2,4,Update_Receivable,receivable_maturity,receivable,automatic_settlement,False,{},not_applicable,172.0,390.0,更新应收款,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,50.0,
76c2b3c5e0f6aa31,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,48,2,4,Emergency_Buy_Product,emergency_product_purchase,procurement,exception_intervention,True,"{""quantities"": {""P1"": 0, ""P2"": 1, ""P3"": 0, ""P4"": 0}}",complete,-90.0,300.0,"紧急采购产品，数量分别为：0,1,0,0",observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,51.0,
7f711320e1e6ea0a,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,49,2,4,Develop_ISO,iso_development,qualification,direct_decision,True,"{""certifications"": [""ISO9000""]}",complete,-10.0,290.0,"ISO认证资格投资,开发：ISO9000",observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,52.0,
480cabd52ce0f5c4,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,50,2,4,Develop_Market,market_development,qualification,direct_decision,True,"{""markets"": [""国内""]}",complete,-10.0,280.0,"市场开拓资格投资,开发项目:国内",observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,53.0,
40e94738723bf784,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,51,2,4,Pay_Overhaul,administrative_fee,period_close,automatic_settlement,False,{},not_applicable,-10.0,270.0,支付行政管理费,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,54.0,
181bfe850f620688,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,52,2,4,Pay_Maintenance,maintenance,period_close,automatic_settlement,False,{},not_applicable,-30.0,240.0,支付维护费,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,55.0,
91e78702b9203a01,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,53,3,1,Pay_Long_Loan,long_loan_repayment,finance,committed_settlement,False,{},partial,-40.0,200.0,支付长贷本息,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,56.0,
ee6465cfb27a9151,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,54,3,1,Pay_AD,advertising,sales,direct_decision,True,{},partial,-66.0,134.0,广告投放,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,57.0,
b409e0e42be4935e,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,55,3,1,Auction_Win,order_award,sales,external_outcome,False,"{""order_id"": ""J32-0014""}",complete,-10.0,124.0,竞单成功，获得订单:J32-0014,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,58.0,
36f51e18ffd0b53c,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,56,3,1,Long_Loan,long_loan_borrow,finance,conditional_decision,True,"{""principal_wan"": 200, ""term"": 5, ""term_unit"": ""year""}",complete,200.0,324.0,申请:5年 200W的长期贷款,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,59.0,
42fa241ae25d8702,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,57,3,1,Pay_Material,material_receipt_payment,procurement,committed_settlement,False,"{""materials"": {""R1"": 2, ""R3"": 2, ""R4"": 1}}",complete,-50.0,274.0,支付原料费 R3:2 R4:1 R1:2,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,60.0,
0437009f48638a6f,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,58,3,1,Buy_Material,material_order,procurement,direct_decision,True,"{""materials"": {""R1"": 4, ""R2"": 1, ""R3"": 4, ""R4"": 2}}",complete,0.0,274.0,订购原料 R1:4 R2:1 R3:4 R4:2,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,61.0,
586de959cc88dd65,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,59,3,1,Emergency_Buy_Material,emergency_material_purchase,procurement,exception_intervention,True,"{""quantities"": {""R1"": 0, ""R2"": 0, ""R3"": 1, ""R4"": 1}}",complete,-40.0,234.0,"紧急采购原料，数量分别为：0,0,1,1",observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,62.0,
4c4ef78c609cd76a,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,60,3,1,Product_Produce,production,production,direct_decision,True,"{""line_assignments"": [{""line_instance_id"": 167, ""product_id"": ""P2""}, {""line_instance_id"": 173, ""product_id"": ""P3""}, {""line_instance_id"": 212, ""product_id"": ""P3""}]}",complete,-30.0,204.0,167:P2 173:P3 212:P3,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,63.0,
cf2469af35fb7db0,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,61,3,1,Update_Receivable,receivable_maturity,receivable,automatic_settlement,False,{},not_applicable,91.0,295.0,更新应收款,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,64.0,
9b70cbd598030e16,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,62,3,1,Renew_Workshop,factory_rent_renewal,capacity,conditional_decision,True,{},not_applicable,-40.0,255.0,厂房续租,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,65.0,
16ebd4d8ce973a01,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,63,3,1,Pay_Overhaul,administrative_fee,period_close,automatic_settlement,False,{},not_applicable,-10.0,245.0,支付行政管理费,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,66.0,
ae9c415c32f51589,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,64,3,2,Pay_Material,material_receipt_payment,procurement,committed_settlement,False,"{""materials"": {""R1"": 4, ""R2"": 1, ""R3"": 2, ""R4"": 2}}",complete,-90.0,155.0,支付原料费 R3:2 R4:2 R1:4 R2:1,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,67.0,
cf6cf00d5729f15a,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,65,3,2,Emergency_Buy_Material,emergency_material_purchase,procurement,exception_intervention,True,"{""quantities"": {""R1"": 0, ""R2"": 0, ""R3"": 1, ""R4"": 0}}",complete,-20.0,135.0,"紧急采购原料，数量分别为：0,0,1,0",observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,68.0,
03300513f76452fe,historical_cash_flow,historical_600_unknown_rule,unknown,ZY02,,66,3,2,Product_Produce,production,production,direct_decision,True,"{""line_assignments"": [{""line_instance_id"": 167, ""product_id"": ""P2""}, {""line_instance_id"": 173, ""product_id"": ""P3""}, {""line_instance_id"": 212, ""product_id"": ""P3""}]}",complete,-30.0,105.0,167:P2 173:P3 212:P3,observed_history_unknown_rule,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,现金流量表,69.0,
