record_id,competition_id,team_id,qualification_type,qualification_name,development_fee_wan,development_cycle,development_cycle_unit,remaining_time,remaining_time_unit,is_complete,completion_year,completion_quarter,source_id,source_path,source_sheet,source_row
19581c7479d604c7,historical_600_unknown_rule,ZY03,product,P3,10.0,4.0,quarter,0.0,,True,1.0,4.0,src_e3cd51a93aa1,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY03.xls,研发认证,5
7821bade1f2f4dc8,historical_600_unknown_rule,ZY03,product,P1,10.0,2.0,quarter,0.0,,True,4.0,2.0,src_e3cd51a93aa1,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY03.xls,研发认证,6
168feb443629686d,historical_600_unknown_rule,ZY03,product,P4,10.0,5.0,quarter,0.0,,True,5.0,1.0,src_e3cd51a93aa1,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY03.xls,研发认证,7
fa03ec9f86dbf2e5,historical_600_unknown_rule,ZY03,iso,ISO9000,10.0,2.0,year,0.0,,True,2.0,4.0,src_e3cd51a93aa1,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY03.xls,研发认证,4
63e780cb1fb35366,historical_600_unknown_rule,ZY03,iso,ISO14000,20.0,2.0,year,0.0,,True,2.0,4.0,src_e3cd51a93aa1,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY03.xls,研发认证,5
cb50537a4ba42b5a,historical_600_unknown_rule,ZY04,market,本地,10.0,1.0,year,0.0,,True,1.0,4.0,src_158092ee4fdb,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY04.xls,研发认证,4
b0c0fb756e4a5046,historical_600_unknown_rule,ZY04,market,区域,10.0,1.0,year,0.0,,True,1.0,4.0,src_158092ee4fdb,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY04.xls,研发认证,5
da739e58b5b238ce,historical_600_unknown_rule,ZY04,market,国内,10.0,2.0,year,0.0,,True,2.0,4.0,src_158092ee4fdb,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY04.xls,研发认证,6
0d700449b2335aa4,historical_600_unknown_rule,ZY04,market,亚洲,10.0,3.0,year,0.0,,True,3.0,4.0,src_158092ee4fdb,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY04.xls,研发认证,7
289b2e3ae0ae10e7,historical_600_unknown_rule,ZY04,market,国际,10.0,4.0,year,3.0,,False,,,src_158092ee4fdb,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY04.xls,研发认证,8
547dc59867426533,historical_600_unknown_rule,ZY04,product,P2,10.0,3.0,quarter,0.0,,True,1.0,3.0,src_158092ee4fdb,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY04.xls,研发认证,4
dbd146ae9f4316c7,historical_600_unknown_rule,ZY04,product,P3,10.0,4.0,quarter,0.0,,True,1.0,4.0,src_158092ee4fdb,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY04.xls,研发认证,5
c7e8027deb89a526,historical_600_unknown_rule,ZY04,product,P1,10.0,2.0,quarter,0.0,,True,5.0,3.0,src_158092ee4fdb,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY04.xls,研发认证,6
29754f9c750558c9,historical_600_unknown_rule,ZY04,iso,ISO9000,10.0,2.0,year,0.0,,True,3.0,4.0,src_158092ee4fdb,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY04.xls,研发认证,4
635e7682f8870aae,historical_600_unknown_rule,ZY04,iso,ISO14000,20.0,2.0,year,0.0,,True,3.0,4.0,src_158092ee4fdb,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY04.xls,研发认证,5
11ddd736fc619a2a,historical_600_unknown_rule,ZY05,market,本地,10.0,1.0,year,0.0,,True,1.0,4.0,src_33c96cbd4d19,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY05.xls,研发认证,4
522e004d975d33d7,historical_600_unknown_rule,ZY05,market,区域,10.0,1.0,year,0.0,,True,1.0,4.0,src_33c96cbd4d19,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY05.xls,研发认证,5
e5b0ccb585f58aba,historical_600_unknown_rule,ZY05,market,国内,10.0,2.0,year,0.0,,True,2.0,4.0,src_33c96cbd4d19,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY05.xls,研发认证,6
b53337f533cbaa05,historical_600_unknown_rule,ZY05,market,亚洲,10.0,3.0,year,0.0,,True,3.0,4.0,src_33c96cbd4d19,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY05.xls,研发认证,7
bab23fe12ce19ec6,historical_600_unknown_rule,ZY05,market,国际,10.0,4.0,year,0.0,,True,4.0,4.0,src_33c96cbd4d19,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY05.xls,研发认证,8
4df22c959b0e6923,historical_600_unknown_rule,ZY05,product,P2,10.0,3.0,quarter,0.0,,True,1.0,3.0,src_33c96cbd4d19,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY05.xls,研发认证,4
5a7fc5634af445ea,historical_600_unknown_rule,ZY05,product,P3,10.0,4.0,quarter,0.0,,True,1.0,4.0,src_33c96cbd4d19,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY05.xls,研发认证,5
17795a0c79a700ce,historical_600_unknown_rule,ZY05,product,P1,10.0,2.0,quarter,0.0,,True,2.0,3.0,src_33c96cbd4d19,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY05.xls,研发认证,6
953adf123fb5a617,historical_600_unknown_rule,ZY05,product,P4,10.0,5.0,quarter,0.0,,True,5.0,1.0,src_33c96cbd4d19,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY05.xls,研发认证,7
0f0ef1395151868a,historical_600_unknown_rule,ZY05,iso,ISO9000,10.0,2.0,year,0.0,,True,2.0,4.0,src_33c96cbd4d19,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY05.xls,研发认证,4
fbe975f3cec71162,historical_600_unknown_rule,ZY05,iso,ISO14000,20.0,2.0,year,0.0,,True,2.0,4.0,src_33c96cbd4d19,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY05.xls,研发认证,5
dd2fea2270478a36,historical_600_unknown_rule,ZY06,market,本地,10.0,1.0,year,0.0,,True,1.0,4.0,src_aa724dd3736a,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY06.xls,研发认证,4
0e17b14036c4ff29,historical_600_unknown_rule,ZY06,market,区域,10.0,1.0,year,0.0,,True,1.0,4.0,src_aa724dd3736a,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY06.xls,研发认证,5
641b7e682397ebc6,historical_600_unknown_rule,ZY06,market,国内,10.0,2.0,year,0.0,,True,2.0,4.0,src_aa724dd3736a,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY06.xls,研发认证,6
ab09594451d1a42e,historical_600_unknown_rule,ZY06,market,亚洲,10.0,3.0,year,0.0,,True,3.0,4.0,src_aa724dd3736a,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY06.xls,研发认证,7
fc8b4bc065193e12,historical_600_unknown_rule,ZY06,product,P4,10.0,5.0,quarter,0.0,,True,2.0,1.0,src_aa724dd3736a,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY06.xls,研发认证,4
f06e0a09d3bf6eb4,historical_600_unknown_rule,ZY06,iso,ISO9000,10.0,2.0,year,0.0,,True,2.0,4.0,src_aa724dd3736a,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY06.xls,研发认证,4
defe9d0d3dad8f24,historical_600_unknown_rule,ZY07,market,本地,10.0,1.0,year,0.0,,True,1.0,4.0,src_610d5b6cd311,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY07.xls,研发认证,4
b516c3bff4af0ea1,historical_600_unknown_rule,ZY07,market,区域,10.0,1.0,year,0.0,,True,1.0,4.0,src_610d5b6cd311,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY07.xls,研发认证,5
9e5d64a3e8d7a550,historical_600_unknown_rule,ZY07,market,国内,10.0,2.0,year,0.0,,True,2.0,4.0,src_610d5b6cd311,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY07.xls,研发认证,6
938f98aead911f07,historical_600_unknown_rule,ZY07,market,亚洲,10.0,3.0,year,0.0,,True,3.0,4.0,src_610d5b6cd311,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY07.xls,研发认证,7
f1be14cbbe451dad,historical_600_unknown_rule,ZY07,market,国际,10.0,4.0,year,0.0,,True,4.0,4.0,src_610d5b6cd311,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY07.xls,研发认证,8
12c81ce9c2aa0879,historical_600_unknown_rule,ZY07,product,P2,10.0,3.0,quarter,0.0,,True,1.0,3.0,src_610d5b6cd311,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY07.xls,研发认证,4
8808d9bc4b58ac4a,historical_600_unknown_rule,ZY07,product,P3,10.0,4.0,quarter,0.0,,True,1.0,4.0,src_610d5b6cd311,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY07.xls,研发认证,5
5ed7b46784e9c6c6,historical_600_unknown_rule,ZY07,iso,ISO9000,10.0,2.0,year,0.0,,True,2.0,4.0,src_610d5b6cd311,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY07.xls,研发认证,4
daa25799c4dfa157,historical_600_unknown_rule,ZY07,iso,ISO14000,20.0,2.0,year,0.0,,True,2.0,4.0,src_610d5b6cd311,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY07.xls,研发认证,5
b1eb1357d53059be,historical_600_unknown_rule,ZY08,market,本地,10.0,1.0,year,0.0,,True,1.0,4.0,src_db71d98a0a37,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY08.xls,研发认证,4
fb23ded887a16525,historical_600_unknown_rule,ZY08,market,亚洲,10.0,3.0,year,0.0,,True,3.0,4.0,src_db71d98a0a37,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY08.xls,研发认证,5
f2b54fa8e26a6e22,historical_600_unknown_rule,ZY08,market,区域,10.0,1.0,year,0.0,,True,2.0,4.0,src_db71d98a0a37,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY08.xls,研发认证,6
3eacff6282b13277,historical_600_unknown_rule,ZY08,market,国内,10.0,2.0,year,0.0,,True,5.0,4.0,src_db71d98a0a37,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY08.xls,研发认证,7
1ab11f0e6cb3509a,historical_600_unknown_rule,ZY08,product,P1,10.0,2.0,quarter,0.0,,True,1.0,2.0,src_db71d98a0a37,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY08.xls,研发认证,4
9ec5e5e774c0615e,historical_600_unknown_rule,ZY08,product,P4,10.0,5.0,quarter,0.0,,True,2.0,1.0,src_db71d98a0a37,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY08.xls,研发认证,5
4e2a61b2d95ec96f,historical_600_unknown_rule,ZY08,product,P2,10.0,3.0,quarter,0.0,,True,5.0,3.0,src_db71d98a0a37,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY08.xls,研发认证,6
94ed95331f504a8d,historical_600_unknown_rule,ZY08,product,P3,10.0,4.0,quarter,0.0,,True,5.0,4.0,src_db71d98a0a37,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY08.xls,研发认证,7
793024113e6f6c5a,historical_600_unknown_rule,ZY08,iso,ISO9000,10.0,2.0,year,0.0,,True,2.0,4.0,src_db71d98a0a37,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY08.xls,研发认证,4
d4cef0b4fc3e73f8,historical_600_unknown_rule,ZY08,iso,ISO14000,20.0,2.0,year,0.0,,True,4.0,4.0,src_db71d98a0a37,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY08.xls,研发认证,5
a4f02cf05f397fd0,historical_600_unknown_rule,ZY09,market,本地,10.0,1.0,year,0.0,,True,1.0,4.0,src_57c289f9896a,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY09.xls,研发认证,4
6f5ce5c0157c4239,historical_600_unknown_rule,ZY09,market,区域,10.0,1.0,year,0.0,,True,1.0,4.0,src_57c289f9896a,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY09.xls,研发认证,5
95e1d34a848e4ac5,historical_600_unknown_rule,ZY09,product,P2,10.0,3.0,quarter,0.0,,True,1.0,3.0,src_57c289f9896a,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY09.xls,研发认证,4
a69618eac21ee6bc,historical_600_unknown_rule,ZY09,product,P3,10.0,4.0,quarter,0.0,,True,1.0,4.0,src_57c289f9896a,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY09.xls,研发认证,5
85ec778d51896a95,historical_600_unknown_rule,ZY09,iso,ISO9000,10.0,2.0,year,0.0,,True,3.0,4.0,src_57c289f9896a,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY09.xls,研发认证,4
cfbd3fe0e9f7e992,historical_600_unknown_rule,ZY10,market,本地,10.0,1.0,year,0.0,,True,1.0,4.0,src_0bc478da983d,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY10.xls,研发认证,4
894d2bdbaa7ee185,historical_600_unknown_rule,ZY10,market,区域,10.0,1.0,year,0.0,,True,1.0,4.0,src_0bc478da983d,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY10.xls,研发认证,5
1d2206efc82b1b95,historical_600_unknown_rule,ZY10,market,国内,10.0,2.0,year,0.0,,True,2.0,4.0,src_0bc478da983d,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY10.xls,研发认证,6
ce18d94ebbecf0f4,historical_600_unknown_rule,ZY10,market,亚洲,10.0,3.0,year,0.0,,True,3.0,4.0,src_0bc478da983d,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY10.xls,研发认证,7
02ed110be3b9d70f,historical_600_unknown_rule,ZY10,market,国际,10.0,4.0,year,0.0,,True,4.0,4.0,src_0bc478da983d,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY10.xls,研发认证,8
f8693b8451525375,historical_600_unknown_rule,ZY10,product,P3,10.0,4.0,quarter,0.0,,True,1.0,4.0,src_0bc478da983d,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY10.xls,研发认证,4
9a8ecac9f6e74050,historical_600_unknown_rule,ZY10,product,P4,10.0,5.0,quarter,0.0,,True,2.0,1.0,src_0bc478da983d,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY10.xls,研发认证,5
409d76618f58b0c3,historical_600_unknown_rule,ZY10,product,P1,10.0,2.0,quarter,0.0,,True,3.0,4.0,src_0bc478da983d,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY10.xls,研发认证,6
c36dbfe0806a3be1,historical_600_unknown_rule,ZY10,product,P2,10.0,3.0,quarter,0.0,,True,4.0,4.0,src_0bc478da983d,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY10.xls,研发认证,7
e2f3a7eab0fd1c7b,historical_600_unknown_rule,ZY10,iso,ISO9000,10.0,2.0,year,0.0,,True,2.0,4.0,src_0bc478da983d,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY10.xls,研发认证,4
e31e8cfa0caeaedf,historical_600_unknown_rule,ZY10,iso,ISO14000,20.0,2.0,year,0.0,,True,2.0,4.0,src_0bc478da983d,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY10.xls,研发认证,5
01a6c2dd4deffa35,historical_600_unknown_rule,ZY11,market,本地,10.0,1.0,year,0.0,,True,1.0,4.0,src_1179379453a7,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY11.xls,研发认证,4
24a2a570bbbb4d28,historical_600_unknown_rule,ZY11,market,区域,10.0,1.0,year,0.0,,True,1.0,4.0,src_1179379453a7,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY11.xls,研发认证,5
ac02b0933306b50f,historical_600_unknown_rule,ZY11,product,P2,10.0,3.0,quarter,0.0,,True,1.0,3.0,src_1179379453a7,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY11.xls,研发认证,4
2247fc84bcf17918,historical_600_unknown_rule,ZY11,iso,ISO9000,10.0,2.0,year,0.0,,True,2.0,4.0,src_1179379453a7,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY11.xls,研发认证,4
71990bb05e1bbda0,historical_600_unknown_rule,ZY11,iso,ISO14000,20.0,2.0,year,0.0,,True,2.0,4.0,src_1179379453a7,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY11.xls,研发认证,5
27895213106b776c,historical_600_unknown_rule,ZY13,market,本地,10.0,1.0,year,0.0,,True,1.0,4.0,src_766e2c00d61c,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY13.xls,研发认证,4
9698c4196703c9be,historical_600_unknown_rule,ZY13,market,区域,10.0,1.0,year,0.0,,True,1.0,4.0,src_766e2c00d61c,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY13.xls,研发认证,5
24fc9fcfe804769b,historical_600_unknown_rule,ZY13,market,国内,10.0,2.0,year,0.0,,True,2.0,4.0,src_766e2c00d61c,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY13.xls,研发认证,6
829a5aee44b0f7cc,historical_600_unknown_rule,ZY13,market,亚洲,10.0,3.0,year,0.0,,True,3.0,4.0,src_766e2c00d61c,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY13.xls,研发认证,7
3d665c699be49324,historical_600_unknown_rule,ZY13,market,国际,10.0,4.0,year,0.0,,True,4.0,4.0,src_766e2c00d61c,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY13.xls,研发认证,8
378eb80753a6f025,historical_600_unknown_rule,ZY13,product,P4,10.0,5.0,quarter,0.0,,True,2.0,1.0,src_766e2c00d61c,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY13.xls,研发认证,4
c1a32e8cc980115e,historical_600_unknown_rule,ZY13,product,P3,10.0,4.0,quarter,0.0,,True,4.0,1.0,src_766e2c00d61c,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY13.xls,研发认证,5
1adeed60867d080d,historical_600_unknown_rule,ZY13,product,P1,10.0,2.0,quarter,0.0,,True,5.0,2.0,src_766e2c00d61c,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY13.xls,研发认证,6
354ff92e0728835b,historical_600_unknown_rule,ZY13,product,P2,10.0,3.0,quarter,0.0,,True,5.0,3.0,src_766e2c00d61c,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY13.xls,研发认证,7
4f4aafe8df011d8f,historical_600_unknown_rule,ZY13,iso,ISO9000,10.0,2.0,year,0.0,,True,2.0,4.0,src_766e2c00d61c,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY13.xls,研发认证,4
72839054d32b1722,historical_600_unknown_rule,ZY13,iso,ISO14000,20.0,2.0,year,0.0,,True,2.0,4.0,src_766e2c00d61c,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY13.xls,研发认证,5
5b78dcb6e75fe9c9,historical_600_unknown_rule,ZY14,market,本地,10.0,1.0,year,0.0,,True,1.0,4.0,src_27029786bf11,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY14.xls,研发认证,4
e8e9181c642685ff,historical_600_unknown_rule,ZY14,market,区域,10.0,1.0,year,0.0,,True,1.0,4.0,src_27029786bf11,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY14.xls,研发认证,5
71bf18c576e964cb,historical_600_unknown_rule,ZY14,market,国内,10.0,2.0,year,0.0,,True,2.0,4.0,src_27029786bf11,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY14.xls,研发认证,6
fea0736e1fcf2d11,historical_600_unknown_rule,ZY14,market,亚洲,10.0,3.0,year,0.0,,True,3.0,4.0,src_27029786bf11,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY14.xls,研发认证,7
cb0539265ea49e34,historical_600_unknown_rule,ZY14,market,国际,10.0,4.0,year,0.0,,True,4.0,4.0,src_27029786bf11,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY14.xls,研发认证,8
59cbc34e45a0323b,historical_600_unknown_rule,ZY14,product,P2,10.0,3.0,quarter,0.0,,True,1.0,3.0,src_27029786bf11,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY14.xls,研发认证,4
f531f32ca7143cb0,historical_600_unknown_rule,ZY14,product,P3,10.0,4.0,quarter,0.0,,True,1.0,4.0,src_27029786bf11,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY14.xls,研发认证,5
f08f9d57b9d9df41,historical_600_unknown_rule,ZY14,iso,ISO9000,10.0,2.0,year,0.0,,True,3.0,4.0,src_27029786bf11,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY14.xls,研发认证,4
37e8d4945300610d,historical_600_unknown_rule,ZY14,iso,ISO14000,20.0,2.0,year,0.0,,True,3.0,4.0,src_27029786bf11,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY14.xls,研发认证,5
cda9dd12d6635b6c,historical_600_unknown_rule,ZY15,market,本地,10.0,1.0,year,0.0,,True,1.0,4.0,src_4d43a1bf1514,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY15.xls,研发认证,4
3bb26e64d03e39f8,historical_600_unknown_rule,ZY15,market,区域,10.0,1.0,year,0.0,,True,1.0,4.0,src_4d43a1bf1514,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY15.xls,研发认证,5
c5a751751b441b0b,historical_600_unknown_rule,ZY15,market,国内,10.0,2.0,year,0.0,,True,2.0,4.0,src_4d43a1bf1514,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY15.xls,研发认证,6
11fde054f5acff79,historical_600_unknown_rule,ZY15,market,亚洲,10.0,3.0,year,0.0,,True,3.0,4.0,src_4d43a1bf1514,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY15.xls,研发认证,7
07aacf84387ea683,historical_600_unknown_rule,ZY15,product,P4,10.0,5.0,quarter,0.0,,True,2.0,1.0,src_4d43a1bf1514,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY15.xls,研发认证,4
6c0a9084a1b955aa,historical_600_unknown_rule,ZY15,iso,ISO9000,10.0,2.0,year,0.0,,True,2.0,4.0,src_4d43a1bf1514,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY15.xls,研发认证,4
