competition_id,team_id,year,product_id,market_name,amount_wan,source_id,source_path,source_sheet,source_cell,source_row
historical_600_unknown_rule,ZY01,2,P3,国内,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,E6,6
historical_600_unknown_rule,ZY01,2,P3,亚洲,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,F6,6
historical_600_unknown_rule,ZY01,2,P3,国际,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,G6,6
historical_600_unknown_rule,ZY01,2,P4,本地,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,C7,7
historical_600_unknown_rule,ZY01,2,P4,区域,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,D7,7
historical_600_unknown_rule,ZY01,2,P4,国内,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,E7,7
historical_600_unknown_rule,ZY01,2,P4,亚洲,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,F7,7
historical_600_unknown_rule,ZY01,2,P4,国际,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,G7,7
historical_600_unknown_rule,ZY01,3,P1,本地,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,C11,11
historical_600_unknown_rule,ZY01,3,P1,区域,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,D11,11
historical_600_unknown_rule,ZY01,3,P1,国内,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,E11,11
historical_600_unknown_rule,ZY01,3,P1,亚洲,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,F11,11
historical_600_unknown_rule,ZY01,3,P1,国际,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,G11,11
historical_600_unknown_rule,ZY01,3,P2,本地,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,C12,12
historical_600_unknown_rule,ZY01,3,P2,区域,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,D12,12
historical_600_unknown_rule,ZY01,3,P2,国内,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,E12,12
historical_600_unknown_rule,ZY01,3,P2,亚洲,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,F12,12
historical_600_unknown_rule,ZY01,3,P2,国际,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,G12,12
historical_600_unknown_rule,ZY01,3,P3,本地,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,C13,13
historical_600_unknown_rule,ZY01,3,P3,区域,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,D13,13
historical_600_unknown_rule,ZY01,3,P3,国内,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,E13,13
historical_600_unknown_rule,ZY01,3,P3,亚洲,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,F13,13
historical_600_unknown_rule,ZY01,3,P3,国际,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,G13,13
historical_600_unknown_rule,ZY01,3,P4,本地,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,C14,14
historical_600_unknown_rule,ZY01,3,P4,区域,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,D14,14
historical_600_unknown_rule,ZY01,3,P4,国内,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,E14,14
historical_600_unknown_rule,ZY01,3,P4,亚洲,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,F14,14
historical_600_unknown_rule,ZY01,3,P4,国际,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,G14,14
historical_600_unknown_rule,ZY01,4,P1,本地,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,C18,18
historical_600_unknown_rule,ZY01,4,P1,区域,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,D18,18
historical_600_unknown_rule,ZY01,4,P1,国内,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,E18,18
historical_600_unknown_rule,ZY01,4,P1,亚洲,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,F18,18
historical_600_unknown_rule,ZY01,4,P1,国际,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,G18,18
historical_600_unknown_rule,ZY01,4,P2,本地,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,C19,19
historical_600_unknown_rule,ZY01,4,P2,区域,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,D19,19
historical_600_unknown_rule,ZY01,4,P2,国内,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,E19,19
historical_600_unknown_rule,ZY01,4,P2,亚洲,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,F19,19
historical_600_unknown_rule,ZY01,4,P2,国际,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,G19,19
historical_600_unknown_rule,ZY01,4,P3,本地,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,C20,20
historical_600_unknown_rule,ZY01,4,P3,区域,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,D20,20
historical_600_unknown_rule,ZY01,4,P3,国内,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,E20,20
historical_600_unknown_rule,ZY01,4,P3,亚洲,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,F20,20
historical_600_unknown_rule,ZY01,4,P3,国际,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,G20,20
historical_600_unknown_rule,ZY01,4,P4,本地,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,C21,21
historical_600_unknown_rule,ZY01,4,P4,区域,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,D21,21
historical_600_unknown_rule,ZY01,4,P4,国内,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,E21,21
historical_600_unknown_rule,ZY01,4,P4,亚洲,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,F21,21
historical_600_unknown_rule,ZY01,4,P4,国际,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,G21,21
historical_600_unknown_rule,ZY01,5,P1,本地,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,C25,25
historical_600_unknown_rule,ZY01,5,P1,区域,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,D25,25
historical_600_unknown_rule,ZY01,5,P1,国内,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,E25,25
historical_600_unknown_rule,ZY01,5,P1,亚洲,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,F25,25
historical_600_unknown_rule,ZY01,5,P1,国际,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,G25,25
historical_600_unknown_rule,ZY01,5,P2,本地,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,C26,26
historical_600_unknown_rule,ZY01,5,P2,区域,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,D26,26
historical_600_unknown_rule,ZY01,5,P2,国内,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,E26,26
historical_600_unknown_rule,ZY01,5,P2,亚洲,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,F26,26
historical_600_unknown_rule,ZY01,5,P2,国际,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,G26,26
historical_600_unknown_rule,ZY01,5,P3,本地,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,C27,27
historical_600_unknown_rule,ZY01,5,P3,区域,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,D27,27
historical_600_unknown_rule,ZY01,5,P3,国内,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,E27,27
historical_600_unknown_rule,ZY01,5,P3,亚洲,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,F27,27
historical_600_unknown_rule,ZY01,5,P3,国际,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,G27,27
historical_600_unknown_rule,ZY01,5,P4,本地,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,C28,28
historical_600_unknown_rule,ZY01,5,P4,区域,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,D28,28
historical_600_unknown_rule,ZY01,5,P4,国内,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,E28,28
historical_600_unknown_rule,ZY01,5,P4,亚洲,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,F28,28
historical_600_unknown_rule,ZY01,5,P4,国际,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,G28,28
historical_600_unknown_rule,ZY01,6,P1,本地,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,C32,32
historical_600_unknown_rule,ZY01,6,P1,区域,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,D32,32
historical_600_unknown_rule,ZY01,6,P1,国内,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,E32,32
historical_600_unknown_rule,ZY01,6,P1,亚洲,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,F32,32
historical_600_unknown_rule,ZY01,6,P1,国际,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,G32,32
historical_600_unknown_rule,ZY01,6,P2,本地,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,C33,33
historical_600_unknown_rule,ZY01,6,P2,区域,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,D33,33
historical_600_unknown_rule,ZY01,6,P2,国内,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,E33,33
historical_600_unknown_rule,ZY01,6,P2,亚洲,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,F33,33
historical_600_unknown_rule,ZY01,6,P2,国际,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,G33,33
historical_600_unknown_rule,ZY01,6,P3,本地,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,C34,34
historical_600_unknown_rule,ZY01,6,P3,区域,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,D34,34
historical_600_unknown_rule,ZY01,6,P3,国内,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,E34,34
historical_600_unknown_rule,ZY01,6,P3,亚洲,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,F34,34
historical_600_unknown_rule,ZY01,6,P3,国际,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,G34,34
historical_600_unknown_rule,ZY01,6,P4,本地,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,C35,35
historical_600_unknown_rule,ZY01,6,P4,区域,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,D35,35
historical_600_unknown_rule,ZY01,6,P4,国内,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,E35,35
historical_600_unknown_rule,ZY01,6,P4,亚洲,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,F35,35
historical_600_unknown_rule,ZY01,6,P4,国际,0.0,src_e85a7b3ae609,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY01.xls,广告投放,G35,35
historical_600_unknown_rule,ZY02,2,P1,本地,0.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,C4,4
historical_600_unknown_rule,ZY02,2,P1,区域,0.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,D4,4
historical_600_unknown_rule,ZY02,2,P1,国内,0.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,E4,4
historical_600_unknown_rule,ZY02,2,P1,亚洲,0.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,F4,4
historical_600_unknown_rule,ZY02,2,P1,国际,0.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,G4,4
historical_600_unknown_rule,ZY02,2,P2,本地,10.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,C5,5
historical_600_unknown_rule,ZY02,2,P2,区域,11.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,D5,5
historical_600_unknown_rule,ZY02,2,P2,国内,0.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,E5,5
historical_600_unknown_rule,ZY02,2,P2,亚洲,0.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,F5,5
historical_600_unknown_rule,ZY02,2,P2,国际,0.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,G5,5
historical_600_unknown_rule,ZY02,2,P3,本地,11.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,C6,6
historical_600_unknown_rule,ZY02,2,P3,区域,0.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,D6,6
historical_600_unknown_rule,ZY02,2,P3,国内,0.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,E6,6
historical_600_unknown_rule,ZY02,2,P3,亚洲,0.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,F6,6
historical_600_unknown_rule,ZY02,2,P3,国际,0.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,G6,6
historical_600_unknown_rule,ZY02,2,P4,本地,0.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,C7,7
historical_600_unknown_rule,ZY02,2,P4,区域,0.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,D7,7
historical_600_unknown_rule,ZY02,2,P4,国内,0.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,E7,7
historical_600_unknown_rule,ZY02,2,P4,亚洲,0.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,F7,7
historical_600_unknown_rule,ZY02,2,P4,国际,0.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,G7,7
historical_600_unknown_rule,ZY02,3,P1,本地,0.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,C11,11
historical_600_unknown_rule,ZY02,3,P1,区域,0.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,D11,11
historical_600_unknown_rule,ZY02,3,P1,国内,0.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,E11,11
historical_600_unknown_rule,ZY02,3,P1,亚洲,0.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,F11,11
historical_600_unknown_rule,ZY02,3,P1,国际,0.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,G11,11
historical_600_unknown_rule,ZY02,3,P2,本地,16.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,C12,12
historical_600_unknown_rule,ZY02,3,P2,区域,0.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,D12,12
historical_600_unknown_rule,ZY02,3,P2,国内,0.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,E12,12
historical_600_unknown_rule,ZY02,3,P2,亚洲,0.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,F12,12
historical_600_unknown_rule,ZY02,3,P2,国际,0.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,G12,12
historical_600_unknown_rule,ZY02,3,P3,本地,30.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,C13,13
historical_600_unknown_rule,ZY02,3,P3,区域,20.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,D13,13
historical_600_unknown_rule,ZY02,3,P3,国内,0.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,E13,13
historical_600_unknown_rule,ZY02,3,P3,亚洲,0.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,F13,13
historical_600_unknown_rule,ZY02,3,P3,国际,0.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,G13,13
historical_600_unknown_rule,ZY02,3,P4,本地,0.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,C14,14
historical_600_unknown_rule,ZY02,3,P4,区域,0.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,D14,14
historical_600_unknown_rule,ZY02,3,P4,国内,0.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,E14,14
historical_600_unknown_rule,ZY02,3,P4,亚洲,0.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,F14,14
historical_600_unknown_rule,ZY02,3,P4,国际,0.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,G14,14
historical_600_unknown_rule,ZY02,4,P1,本地,0.0,src_bef4b86b4c71,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/ZY02.xls,广告投放,C18,18
