record_id,competition_id,rule_version,snapshot_year,team_id,line_type,factory,product_id,state,accumulated_depreciation_wan,production_start_year,production_start_quarter,conversion_time_raw,remaining_time_raw,completion_year,completion_quarter,construction_start_raw,source_id,source_path,source_sheet,source_row
44da122d9e5b6c48,historical_600_unknown_rule,unknown,1,ZY05,半自动,大厂房(78),P2,空闲,0.0,,,-,0季,5,3,第5年2季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,29
e604d015fe735c65,historical_600_unknown_rule,unknown,1,ZY05,半自动,大厂房(78),P2,空闲,0.0,,,-,0季,5,3,第5年2季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,30
5131ddcbcb494d57,historical_600_unknown_rule,unknown,1,ZY05,半自动,大厂房(78),P3,空闲,0.0,,,-,0季,5,3,第5年2季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,31
801c1b28e2eff060,historical_600_unknown_rule,unknown,1,ZY05,半自动,大厂房(78),P3,空闲,0.0,,,-,0季,5,3,第5年2季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,32
b189daf18525441c,historical_600_unknown_rule,unknown,1,ZY05,半自动,大厂房(81),P2,空闲,0.0,,,-,0季,5,4,第5年3季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,33
42216d0b7b31e3b4,historical_600_unknown_rule,unknown,1,ZY05,半自动,大厂房(81),P3,空闲,0.0,,,-,0季,5,4,第5年3季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,34
74546c6faa0a3602,historical_600_unknown_rule,unknown,1,ZY05,半自动,大厂房(81),P1,空闲,0.0,,,-,0季,5,4,第5年3季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,35
153338381d29c51a,historical_600_unknown_rule,unknown,1,ZY05,半自动,大厂房(81),P4,空闲,0.0,,,-,0季,5,4,第5年3季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,36
e766b3c4c709cf17,historical_600_unknown_rule,unknown,1,ZY08,自动线,大厂房(47),P1,空闲,90.0,,,-,0季,2,1,第1年1季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,37
431c7ec8263849ed,historical_600_unknown_rule,unknown,1,ZY08,自动线,大厂房(47),P4,空闲,90.0,,,-,0季,2,1,第1年1季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,38
db5fe6b594dd979c,historical_600_unknown_rule,unknown,1,ZY08,自动线,大厂房(47),P1,空闲,90.0,,,-,0季,2,1,第1年1季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,39
77a877b519d74258,historical_600_unknown_rule,unknown,1,ZY08,自动线,大厂房(47),P4,空闲,60.0,,,-,0季,3,1,第2年1季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,40
cda4947ffe977a96,historical_600_unknown_rule,unknown,1,ZY08,自动线,小厂房(71),P4,空闲,0.0,,,-,0季,5,2,第4年3季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,41
55e4191906426188,historical_600_unknown_rule,unknown,1,ZY08,手工线,小厂房(71),P4,空闲,0.0,,,-,0季,5,1,第5年1季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,42
1aedfab11d4b13d6,historical_600_unknown_rule,unknown,1,ZY08,手工线,小厂房(71),P4,空闲,0.0,,,-,0季,5,1,第5年1季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,43
ecb36322eb4b2ba3,historical_600_unknown_rule,unknown,1,ZY04,手工线,大厂房(83),P1,空闲,0.0,,,-,0季,5,4,第5年4季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,44
61ed6d74031819e1,historical_600_unknown_rule,unknown,1,ZY04,手工线,大厂房(83),P1,空闲,0.0,,,-,0季,5,4,第5年4季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,45
dbd4bf803c7d527d,historical_600_unknown_rule,unknown,1,ZY04,手工线,大厂房(83),P1,空闲,0.0,,,-,0季,5,4,第5年4季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,46
3191fd22124a3738,historical_600_unknown_rule,unknown,1,ZY04,手工线,大厂房(83),P1,空闲,0.0,,,-,0季,5,4,第5年4季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,47
b42a7ca718d65612,historical_600_unknown_rule,unknown,1,ZY10,自动线,大厂房(54),P3,空闲,90.0,,,-,0季,2,1,第1年2季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,48
7d1bfe0799804271,historical_600_unknown_rule,unknown,1,ZY10,自动线,大厂房(54),P4,空闲,90.0,,,-,0季,2,1,第1年2季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,49
03c87e57c140c0b9,historical_600_unknown_rule,unknown,1,ZY10,自动线,大厂房(54),P4,空闲,90.0,,,-,0季,2,1,第1年2季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,50
9b87c5c694650236,historical_600_unknown_rule,unknown,1,ZY10,自动线,大厂房(54),P4,空闲,90.0,,,-,0季,2,1,第1年2季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,51
9865147049dee0c3,historical_600_unknown_rule,unknown,1,ZY10,手工线,小厂房(74),P1,空闲,10.0,,,-,0季,4,2,第4年2季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,52
fce77a9a800f747a,historical_600_unknown_rule,unknown,1,ZY10,手工线,小厂房(74),P1,空闲,10.0,,,-,0季,4,2,第4年2季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,53
77ee8cfd7cf1bb14,historical_600_unknown_rule,unknown,1,ZY10,手工线,小厂房(74),P1,空闲,10.0,,,-,0季,4,2,第4年2季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,54
8d1c2a5e71501caf,historical_600_unknown_rule,unknown,1,ZY10,手工线,小厂房(85),P3,空闲,0.0,,,-,0季,5,1,第5年1季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,55
af0a1e7b69b7c53f,historical_600_unknown_rule,unknown,1,ZY10,手工线,小厂房(85),P3,空闲,0.0,,,-,0季,5,1,第5年1季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,56
0ce0d2f9676d1255,historical_600_unknown_rule,unknown,1,ZY10,手工线,小厂房(85),P3,空闲,0.0,,,-,0季,5,1,第5年1季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,57
b5a793c76f458d4d,historical_600_unknown_rule,unknown,1,ZY15,自动线,大厂房(43),P4,空闲,90.0,,,-,0季,2,2,第1年3季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,58
df2ff75856079107,historical_600_unknown_rule,unknown,1,ZY15,自动线,大厂房(43),P4,空闲,90.0,,,-,0季,2,2,第1年3季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,59
d4ffc5e9331e04a6,historical_600_unknown_rule,unknown,1,ZY15,自动线,大厂房(43),P4,空闲,60.0,,,-,0季,3,1,第2年2季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,60
03cb9a98966935cd,historical_600_unknown_rule,unknown,1,ZY15,自动线,大厂房(43),P4,空闲,60.0,,,-,0季,3,1,第2年2季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,61
256b27e8bb024dd9,historical_600_unknown_rule,unknown,1,ZY03,自动线,大厂房(58),P2,空闲,90.0,,,-,0季,2,1,第1年2季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,62
6b5f3bb99d2b9e98,historical_600_unknown_rule,unknown,1,ZY03,自动线,大厂房(58),P2,空闲,90.0,,,-,0季,2,1,第1年2季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,63
16373e8ed7257f09,historical_600_unknown_rule,unknown,1,ZY03,自动线,大厂房(58),P3,空闲,90.0,,,-,0季,2,1,第1年2季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,64
5f7eb9e8d7c89d13,historical_600_unknown_rule,unknown,1,ZY03,自动线,大厂房(58),P3,空闲,90.0,,,-,0季,2,1,第1年2季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,65
3d654cc191f613c5,historical_600_unknown_rule,unknown,1,ZY03,自动线,大厂房(76),P2,空闲,0.0,,,-,0季,5,1,第4年2季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,66
85adb0482de2c6c0,historical_600_unknown_rule,unknown,1,ZY03,自动线,大厂房(76),P2,空闲,0.0,,,-,0季,5,1,第4年2季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,67
4804b22ca5cd1dfc,historical_600_unknown_rule,unknown,1,ZY03,自动线,大厂房(76),P3,空闲,0.0,,,-,0季,5,1,第4年2季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,68
19930096eeb2f35d,historical_600_unknown_rule,unknown,1,ZY03,自动线,大厂房(76),P3,空闲,0.0,,,-,0季,5,1,第4年2季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,69
9e034c85f49e0321,historical_600_unknown_rule,unknown,1,ZY03,自动线,大厂房(86),P2,空闲,0.0,,,-,0季,5,4,第5年1季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,70
22af42d9af8db7e9,historical_600_unknown_rule,unknown,1,ZY03,自动线,大厂房(86),P2,空闲,0.0,,,-,0季,5,4,第5年1季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,71
dcfe4a7ebbf06557,historical_600_unknown_rule,unknown,1,ZY03,自动线,大厂房(86),P3,空闲,0.0,,,-,0季,5,4,第5年1季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,72
433dec7f57f059ac,historical_600_unknown_rule,unknown,1,ZY03,自动线,大厂房(86),P3,空闲,0.0,,,-,0季,5,4,第5年1季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,73
c2e89bfab240f688,historical_600_unknown_rule,unknown,1,ZY10,半自动,大厂房(88),P1,空闲,0.0,,,-,0季,5,4,第5年3季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,74
8d75cedc7dad4ff4,historical_600_unknown_rule,unknown,1,ZY10,半自动,大厂房(88),P1,空闲,0.0,,,-,0季,5,4,第5年3季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,75
6c78442692dbe24a,historical_600_unknown_rule,unknown,1,ZY10,半自动,大厂房(88),P1,空闲,0.0,,,-,0季,5,4,第5年3季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,76
e263c5b61c5be1fb,historical_600_unknown_rule,unknown,1,ZY10,半自动,大厂房(88),P1,空闲,0.0,,,-,0季,5,4,第5年3季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,77
2b46086cd2fb7305,historical_600_unknown_rule,unknown,1,ZY16,自动线,大厂房(55),P2,在产,90.0,5.0,4.0,-,0季,2,1,第1年2季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,78
31d756c5e8bfdb5a,historical_600_unknown_rule,unknown,1,ZY16,自动线,大厂房(55),P2,在产,90.0,5.0,4.0,-,0季,2,1,第1年2季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,79
7ead89cb57b2c19a,historical_600_unknown_rule,unknown,1,ZY16,自动线,大厂房(55),P2,在产,90.0,5.0,4.0,-,0季,2,1,第1年2季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,80
64d0e36c1ab8da30,historical_600_unknown_rule,unknown,1,ZY16,自动线,大厂房(55),P2,在产,30.0,5.0,4.0,-,0季,4,1,第3年2季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,81
48f5e7320e881d0d,historical_600_unknown_rule,unknown,1,ZY13,自动线,大厂房(62),P4,空闲,90.0,,,-,0季,2,2,第1年3季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,82
a380f2d71b78362b,historical_600_unknown_rule,unknown,1,ZY13,自动线,大厂房(62),P3,空闲,90.0,,,-,0季,2,2,第1年3季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,83
df7e7a7824fa7fcb,historical_600_unknown_rule,unknown,1,ZY13,自动线,大厂房(62),P3,空闲,90.0,,,-,0季,2,2,第1年3季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,84
80873151385bd3f1,historical_600_unknown_rule,unknown,1,ZY13,自动线,大厂房(62),P3,空闲,90.0,,,-,0季,2,2,第1年3季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,85
98f38753998be909,historical_600_unknown_rule,unknown,1,ZY13,自动线,大厂房(63),P3,空闲,90.0,,,-,0季,2,2,第1年3季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,86
c30d271717020dbf,historical_600_unknown_rule,unknown,1,ZY13,自动线,大厂房(63),P3,空闲,30.0,,,-,0季,4,2,第3年3季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,87
046ca90dc018d937,historical_600_unknown_rule,unknown,1,ZY13,自动线,大厂房(63),P3,空闲,30.0,,,-,0季,4,3,第3年3季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,88
ba0b380c434486c5,historical_600_unknown_rule,unknown,1,ZY13,自动线,大厂房(63),P3,空闲,30.0,,,-,0季,4,3,第3年3季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,89
78fb501fb2d19a47,historical_600_unknown_rule,unknown,1,ZY17,自动线,大厂房(48),P2,空闲,90.0,,,-,0季,2,1,第1年1季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,90
5d2c70af18008592,historical_600_unknown_rule,unknown,1,ZY17,自动线,大厂房(48),P2,空闲,90.0,,,-,0季,2,1,第1年1季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,91
3824cbd4ecb4b323,historical_600_unknown_rule,unknown,1,ZY17,自动线,大厂房(48),P4,空闲,90.0,,,-,0季,2,1,第1年1季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,92
78e10967e6ebdcf7,historical_600_unknown_rule,unknown,1,ZY17,自动线,大厂房(48),P4,空闲,90.0,,,-,0季,2,1,第1年1季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,93
4a54c00af9acc953,historical_600_unknown_rule,unknown,1,ZY17,自动线,小厂房(70),P4,空闲,30.0,,,-,0季,4,1,第3年2季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,94
1f1dbb72787af2a8,historical_600_unknown_rule,unknown,1,ZY17,自动线,小厂房(70),P1,空闲,0.0,,,-,0季,5,1,第4年2季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,95
8c5c3f07116a4468,historical_600_unknown_rule,unknown,1,ZY17,自动线,小厂房(70),P1,空闲,0.0,,,-,0季,5,1,第4年2季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,96
a43d2d78bfaba1bd,historical_600_unknown_rule,unknown,1,ZY17,自动线,大厂房(80),P4,空闲,0.0,,,-,0季,5,4,第5年1季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,97
dec5c98be0513777,historical_600_unknown_rule,unknown,1,ZY17,自动线,大厂房(80),P4,空闲,0.0,,,-,0季,5,4,第5年1季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,98
0c45c47aadb2971c,historical_600_unknown_rule,unknown,1,ZY17,自动线,大厂房(80),P1,空闲,0.0,,,-,0季,5,4,第5年1季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,99
c41ac33da28584cc,historical_600_unknown_rule,unknown,1,ZY17,自动线,大厂房(80),P1,空闲,0.0,,,-,0季,5,4,第5年1季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,100
65b28a6b1c2c0f81,historical_600_unknown_rule,unknown,1,ZY02,自动线,大厂房(52),P2,在产,120.0,5.0,4.0,-,0季,1,4,第1年1季,src_30b4ccc518f2,origin data/VPD-OE_Agent_20260709/VPD-OE_Agent/data/raw/ZY/1.xls,生产线信息,101
