order_id,competition_id,rule_version,year,market_code,market_id,market_name_candidate,product_code,product_id,quantity,total_amount_wan,unit_price_wan,receivable_term_quarters,delivery_term_quarters,iso_code,iso_name_candidate,mapping_status,source_id,source_path,source_sheet,source_row
BKDD_015,order_catalog_unbound,,2,1,M1,本地,2,P2,4.0,215.0,53.75,2,2,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,16
BKDD_016,order_catalog_unbound,,2,1,M1,本地,2,P2,1.0,47.0,47.0,1,2,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,17
BKDD_017,order_catalog_unbound,,2,1,M1,本地,2,P2,4.0,197.0,49.25,4,1,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,18
BKDD_018,order_catalog_unbound,,2,1,M1,本地,2,P2,3.0,161.0,53.666666666666664,0,4,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,19
BKDD_019,order_catalog_unbound,,2,1,M1,本地,2,P2,2.0,108.0,54.0,4,4,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,20
BKDD_020,order_catalog_unbound,,2,1,M1,本地,2,P2,3.0,167.0,55.666666666666664,1,1,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,21
BKDD_021,order_catalog_unbound,,2,1,M1,本地,2,P2,2.0,116.0,58.0,1,2,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,22
BKDD_022,order_catalog_unbound,,2,1,M1,本地,2,P2,2.0,116.0,58.0,3,4,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,23
BKDD_023,order_catalog_unbound,,2,1,M1,本地,2,P2,3.0,171.0,57.0,1,1,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,24
BKDD_024,order_catalog_unbound,,2,1,M1,本地,2,P2,4.0,205.0,51.25,3,4,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,25
BKDD_025,order_catalog_unbound,,2,1,M1,本地,2,P2,5.0,270.0,54.0,2,2,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,26
BKDD_026,order_catalog_unbound,,2,1,M1,本地,2,P2,3.0,146.0,48.666666666666664,1,4,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,27
BKDD_027,order_catalog_unbound,,2,1,M1,本地,2,P2,4.0,224.0,56.0,2,1,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,28
BKDD_028,order_catalog_unbound,,2,1,M1,本地,2,P2,4.0,225.0,56.25,1,1,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,29
BKDD_029,order_catalog_unbound,,2,1,M1,本地,2,P2,5.0,277.0,55.4,0,3,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,30
BKDD_030,order_catalog_unbound,,2,1,M1,本地,2,P2,4.0,234.0,58.5,0,3,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,31
BKDD_031,order_catalog_unbound,,2,1,M1,本地,2,P2,6.0,318.0,53.0,1,2,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,32
BKDD_032,order_catalog_unbound,,2,1,M1,本地,2,P2,3.0,162.0,54.0,3,3,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,33
BKDD_033,order_catalog_unbound,,2,1,M1,本地,2,P2,2.0,123.0,61.5,0,1,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,34
BKDD_034,order_catalog_unbound,,2,1,M1,本地,3,P3,3.0,173.0,57.666666666666664,0,4,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,35
BKDD_035,order_catalog_unbound,,2,1,M1,本地,3,P3,2.0,126.0,63.0,4,3,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,36
BKDD_036,order_catalog_unbound,,2,1,M1,本地,3,P3,4.0,249.0,62.25,2,3,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,37
BKDD_037,order_catalog_unbound,,2,1,M1,本地,3,P3,3.0,170.0,56.666666666666664,2,2,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,38
BKDD_038,order_catalog_unbound,,2,1,M1,本地,3,P3,2.0,118.0,59.0,4,4,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,39
BKDD_039,order_catalog_unbound,,2,1,M1,本地,3,P3,3.0,187.0,62.333333333333336,0,3,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,40
BKDD_040,order_catalog_unbound,,2,1,M1,本地,3,P3,3.0,183.0,61.0,4,1,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,41
BKDD_041,order_catalog_unbound,,2,1,M1,本地,3,P3,4.0,250.0,62.5,4,3,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,42
BKDD_042,order_catalog_unbound,,2,1,M1,本地,3,P3,2.0,124.0,62.0,0,4,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,43
BKDD_043,order_catalog_unbound,,2,1,M1,本地,3,P3,4.0,236.0,59.0,1,3,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,44
BKDD_044,order_catalog_unbound,,2,1,M1,本地,3,P3,4.0,212.0,53.0,3,2,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,45
BKDD_045,order_catalog_unbound,,2,1,M1,本地,4,P4,4.0,290.0,72.5,2,1,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,46
BKDD_046,order_catalog_unbound,,2,1,M1,本地,4,P4,2.0,144.0,72.0,1,1,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,47
BKDD_047,order_catalog_unbound,,2,1,M1,本地,4,P4,1.0,69.0,69.0,4,4,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,48
BKDD_048,order_catalog_unbound,,2,1,M1,本地,4,P4,4.0,338.0,84.5,3,2,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,49
BKDD_049,order_catalog_unbound,,2,1,M1,本地,4,P4,1.0,72.0,72.0,0,1,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,50
BKDD_050,order_catalog_unbound,,2,1,M1,本地,4,P4,5.0,369.0,73.8,1,4,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,51
BKDD_051,order_catalog_unbound,,2,1,M1,本地,4,P4,2.0,144.0,72.0,3,4,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,52
BKDD_052,order_catalog_unbound,,2,1,M1,本地,4,P4,2.0,151.0,75.5,3,1,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,53
BKDD_053,order_catalog_unbound,,2,1,M1,本地,4,P4,6.0,462.0,77.0,4,1,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,54
BKDD_054,order_catalog_unbound,,2,1,M1,本地,4,P4,3.0,256.0,85.33333333333333,0,1,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,55
BKDD_055,order_catalog_unbound,,2,2,M2,区域,1,P1,2.0,86.0,43.0,4,3,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,56
BKDD_056,order_catalog_unbound,,2,2,M2,区域,1,P1,1.0,42.0,42.0,1,4,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,57
BKDD_057,order_catalog_unbound,,2,2,M2,区域,1,P1,3.0,118.0,39.333333333333336,3,2,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,58
BKDD_058,order_catalog_unbound,,2,2,M2,区域,1,P1,4.0,176.0,44.0,3,1,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,59
BKDD_059,order_catalog_unbound,,2,2,M2,区域,1,P1,4.0,168.0,42.0,3,2,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,60
BKDD_060,order_catalog_unbound,,2,2,M2,区域,1,P1,2.0,86.0,43.0,2,2,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,61
BKDD_061,order_catalog_unbound,,2,2,M2,区域,1,P1,1.0,46.0,46.0,2,4,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,62
BKDD_062,order_catalog_unbound,,2,2,M2,区域,1,P1,4.0,157.0,39.25,2,1,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,63
BKDD_063,order_catalog_unbound,,2,2,M2,区域,1,P1,3.0,110.0,36.666666666666664,2,1,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,64
BKDD_064,order_catalog_unbound,,2,2,M2,区域,1,P1,4.0,160.0,40.0,1,1,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,65
BKDD_065,order_catalog_unbound,,2,2,M2,区域,1,P1,4.0,183.0,45.75,2,3,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,66
BKDD_066,order_catalog_unbound,,2,2,M2,区域,1,P1,4.0,153.0,38.25,4,4,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,67
BKDD_067,order_catalog_unbound,,2,2,M2,区域,1,P1,6.0,284.0,47.333333333333336,0,2,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,68
BKDD_068,order_catalog_unbound,,2,2,M2,区域,1,P1,6.0,237.0,39.5,2,1,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,69
BKDD_069,order_catalog_unbound,,2,2,M2,区域,2,P2,4.0,241.0,60.25,4,3,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,70
BKDD_070,order_catalog_unbound,,2,2,M2,区域,2,P2,4.0,246.0,61.5,3,4,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,71
BKDD_071,order_catalog_unbound,,2,2,M2,区域,2,P2,4.0,233.0,58.25,0,4,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,72
BKDD_072,order_catalog_unbound,,2,2,M2,区域,2,P2,4.0,239.0,59.75,2,4,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,73
BKDD_073,order_catalog_unbound,,2,2,M2,区域,2,P2,2.0,133.0,66.5,4,4,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,74
BKDD_074,order_catalog_unbound,,2,2,M2,区域,2,P2,1.0,67.0,67.0,0,4,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,75
BKDD_075,order_catalog_unbound,,2,2,M2,区域,2,P2,1.0,67.0,67.0,3,3,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,76
BKDD_076,order_catalog_unbound,,2,2,M2,区域,2,P2,4.0,274.0,68.5,1,3,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,77
BKDD_077,order_catalog_unbound,,2,2,M2,区域,2,P2,2.0,111.0,55.5,2,2,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,78
BKDD_078,order_catalog_unbound,,2,2,M2,区域,2,P2,2.0,130.0,65.0,4,1,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,79
BKDD_079,order_catalog_unbound,,2,2,M2,区域,2,P2,3.0,186.0,62.0,3,2,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,80
BKDD_080,order_catalog_unbound,,2,2,M2,区域,2,P2,3.0,188.0,62.666666666666664,0,4,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,81
BKDD_081,order_catalog_unbound,,2,2,M2,区域,2,P2,4.0,253.0,63.25,0,1,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,82
BKDD_082,order_catalog_unbound,,2,2,M2,区域,3,P3,3.0,165.0,55.0,0,4,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,83
BKDD_083,order_catalog_unbound,,2,2,M2,区域,3,P3,4.0,269.0,67.25,1,2,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,84
BKDD_084,order_catalog_unbound,,2,2,M2,区域,3,P3,3.0,193.0,64.33333333333333,1,3,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,85
BKDD_085,order_catalog_unbound,,2,2,M2,区域,3,P3,6.0,381.0,63.5,2,3,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,86
BKDD_086,order_catalog_unbound,,2,2,M2,区域,3,P3,4.0,302.0,75.5,3,3,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,87
BKDD_087,order_catalog_unbound,,2,2,M2,区域,3,P3,1.0,61.0,61.0,1,3,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,88
BKDD_088,order_catalog_unbound,,2,2,M2,区域,3,P3,2.0,132.0,66.0,4,3,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,89
BKDD_089,order_catalog_unbound,,2,2,M2,区域,3,P3,3.0,188.0,62.666666666666664,1,2,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,90
BKDD_090,order_catalog_unbound,,2,2,M2,区域,3,P3,5.0,334.0,66.8,4,2,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,91
BKDD_091,order_catalog_unbound,,2,2,M2,区域,3,P3,5.0,360.0,72.0,3,1,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,92
BKDD_092,order_catalog_unbound,,2,2,M2,区域,3,P3,1.0,55.0,55.0,2,4,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,93
BKDD_093,order_catalog_unbound,,2,2,M2,区域,4,P4,4.0,325.0,81.25,2,2,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,94
BKDD_094,order_catalog_unbound,,2,2,M2,区域,4,P4,6.0,483.0,80.5,3,3,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,95
BKDD_095,order_catalog_unbound,,2,2,M2,区域,4,P4,2.0,168.0,84.0,4,2,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,96
BKDD_096,order_catalog_unbound,,2,2,M2,区域,4,P4,3.0,255.0,85.0,3,2,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,97
BKDD_097,order_catalog_unbound,,2,2,M2,区域,4,P4,4.0,325.0,81.25,2,3,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,98
BKDD_098,order_catalog_unbound,,2,2,M2,区域,4,P4,3.0,259.0,86.33333333333333,2,2,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,99
BKDD_099,order_catalog_unbound,,2,2,M2,区域,4,P4,2.0,177.0,88.5,0,2,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,100
BKDD_100,order_catalog_unbound,,2,2,M2,区域,4,P4,1.0,87.0,87.0,3,3,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,101
BKDD_101,order_catalog_unbound,,2,2,M2,区域,4,P4,4.0,324.0,81.0,0,1,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,102
BKDD_102,order_catalog_unbound,,2,3,M3,国内,1,P1,3.0,118.0,39.333333333333336,3,2,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,103
BKDD_103,order_catalog_unbound,,2,3,M3,国内,1,P1,3.0,116.0,38.666666666666664,4,3,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,104
BKDD_104,order_catalog_unbound,,2,3,M3,国内,1,P1,2.0,72.0,36.0,4,1,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,105
BKDD_105,order_catalog_unbound,,2,3,M3,国内,1,P1,2.0,87.0,43.5,4,1,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,106
BKDD_106,order_catalog_unbound,,2,3,M3,国内,1,P1,6.0,255.0,42.5,1,4,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,107
BKDD_107,order_catalog_unbound,,2,3,M3,国内,1,P1,1.0,44.0,44.0,0,2,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,108
BKDD_108,order_catalog_unbound,,2,3,M3,国内,1,P1,3.0,123.0,41.0,2,3,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,109
BKDD_109,order_catalog_unbound,,2,3,M3,国内,1,P1,4.0,148.0,37.0,3,2,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,110
BKDD_110,order_catalog_unbound,,2,3,M3,国内,1,P1,3.0,128.0,42.666666666666664,0,3,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,111
BKDD_111,order_catalog_unbound,,2,3,M3,国内,1,P1,4.0,156.0,39.0,0,3,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,112
BKDD_112,order_catalog_unbound,,2,3,M3,国内,1,P1,2.0,83.0,41.5,4,4,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,113
BKDD_113,order_catalog_unbound,,2,3,M3,国内,1,P1,4.0,167.0,41.75,2,3,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,114
BKDD_114,order_catalog_unbound,,2,3,M3,国内,1,P1,2.0,80.0,40.0,4,2,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,115
BKDD_115,order_catalog_unbound,,2,3,M3,国内,1,P1,4.0,142.0,35.5,4,3,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,116
BKDD_116,order_catalog_unbound,,2,3,M3,国内,1,P1,2.0,83.0,41.5,1,3,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,117
BKDD_117,order_catalog_unbound,,2,3,M3,国内,1,P1,3.0,136.0,45.333333333333336,3,3,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,118
BKDD_118,order_catalog_unbound,,2,3,M3,国内,1,P1,5.0,211.0,42.2,2,1,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,119
BKDD_119,order_catalog_unbound,,2,3,M3,国内,1,P1,1.0,45.0,45.0,2,1,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,120
BKDD_120,order_catalog_unbound,,2,3,M3,国内,1,P1,6.0,218.0,36.333333333333336,4,4,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,121
BKDD_121,order_catalog_unbound,,2,3,M3,国内,1,P1,4.0,151.0,37.75,4,4,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,122
BKDD_122,order_catalog_unbound,,2,3,M3,国内,1,P1,4.0,173.0,43.25,4,2,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,123
BKDD_123,order_catalog_unbound,,2,3,M3,国内,1,P1,4.0,171.0,42.75,1,2,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,124
BKDD_124,order_catalog_unbound,,2,3,M3,国内,1,P1,4.0,166.0,41.5,3,1,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,125
BKDD_125,order_catalog_unbound,,2,3,M3,国内,1,P1,4.0,168.0,42.0,3,2,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,126
BKDD_126,order_catalog_unbound,,2,3,M3,国内,1,P1,4.0,151.0,37.75,2,2,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,127
BKDD_127,order_catalog_unbound,,2,3,M3,国内,1,P1,4.0,160.0,40.0,0,1,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,128
BKDD_128,order_catalog_unbound,,2,3,M3,国内,2,P2,2.0,137.0,68.5,4,3,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,129
BKDD_129,order_catalog_unbound,,2,3,M3,国内,2,P2,3.0,210.0,70.0,0,1,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,130
BKDD_130,order_catalog_unbound,,2,3,M3,国内,2,P2,3.0,212.0,70.66666666666667,4,4,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,131
BKDD_131,order_catalog_unbound,,2,3,M3,国内,2,P2,4.0,279.0,69.75,1,3,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,132
BKDD_132,order_catalog_unbound,,2,3,M3,国内,2,P2,2.0,137.0,68.5,4,2,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,133
BKDD_133,order_catalog_unbound,,2,3,M3,国内,2,P2,1.0,57.0,57.0,0,1,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,134
BKDD_134,order_catalog_unbound,,2,3,M3,国内,2,P2,2.0,135.0,67.5,1,2,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,135
BKDD_135,order_catalog_unbound,,2,3,M3,国内,2,P2,6.0,450.0,75.0,1,1,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,136
BKDD_136,order_catalog_unbound,,2,3,M3,国内,2,P2,4.0,261.0,65.25,3,4,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,137
BKDD_137,order_catalog_unbound,,2,3,M3,国内,2,P2,3.0,205.0,68.33333333333333,4,1,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,138
BKDD_138,order_catalog_unbound,,2,3,M3,国内,3,P3,3.0,228.0,76.0,0,2,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,139
BKDD_139,order_catalog_unbound,,2,3,M3,国内,3,P3,6.0,451.0,75.16666666666667,2,3,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,140
BKDD_140,order_catalog_unbound,,2,3,M3,国内,3,P3,2.0,153.0,76.5,1,4,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,141
BKDD_141,order_catalog_unbound,,2,3,M3,国内,3,P3,4.0,348.0,87.0,4,4,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,142
BKDD_142,order_catalog_unbound,,2,3,M3,国内,3,P3,4.0,283.0,70.75,2,4,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,143
BKDD_143,order_catalog_unbound,,2,3,M3,国内,3,P3,1.0,90.0,90.0,0,2,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,144
BKDD_144,order_catalog_unbound,,2,3,M3,国内,3,P3,1.0,74.0,74.0,3,4,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,145
BKDD_145,order_catalog_unbound,,2,3,M3,国内,3,P3,4.0,289.0,72.25,0,4,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,146
BKDD_146,order_catalog_unbound,,2,3,M3,国内,4,P4,1.0,79.0,79.0,1,4,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,147
BKDD_147,order_catalog_unbound,,2,3,M3,国内,4,P4,2.0,185.0,92.5,4,4,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,148
BKDD_148,order_catalog_unbound,,2,3,M3,国内,4,P4,5.0,428.0,85.6,0,3,0,,probable,src_e93001ca72b6,origin data/测试数据/原订单规则.xls,订单一览表,149
